Name,SoldPrice,AskPrice,Rooms,Size,MonthlyRent,YearlyRent,YearBuilt,Region,Kommun,Lat,Log
Falköpingsvägen 17,2730000,2250000.0,2.0,44.0,3001.0,,,Hammarbyhöjden,Stockholms,59.294805,18.1043275
Ålgrytevägen 29,2600000,2295000.0,2.0,53.0,3160.0,4800.0,2017.0,Mälarhöjden,Stockholms,59.3009642,17.9557798
Ålgrytevägen 29,2550000,2295000.0,2.0,50.0,3026.0,4800.0,2017.0,Mälarhöjden,Stockholms,59.3009642,17.9557798
Ålgrytevägen 29,2900000,2595000.0,,68.0,3879.0,3600.0,2017.0,Mälarhöjden,Stockholms,59.3009642,17.9557798
Ålgrytevägen 29,4200000,3995000.0,4.0,91.0,5119.0,6500.0,2017.0,Mälarhöjden,Stockholms,59.3009642,17.9557798
Badstrandsvägen 33,2710000,2495000.0,2.0,39.0,1788.0,4116.0,1938.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Badstrandsvägen 33,2710000,2495000.0,2.0,39.0,1788.0,4116.0,1938.0,Stora Essingen,Stockholms,59.3217466,17.990691623708127
Badstrandsvägen 33,2710000,2495000.0,2.0,39.0,1788.0,4116.0,1938.0,Stockholm,Stockholms,59.3251172,18.0710935
Badstrandsvägen 33,2860000,2595000.0,1.0,38.0,1821.0,3620.0,1938.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Badstrandsvägen 33,2860000,2595000.0,1.0,38.0,1821.0,3620.0,1938.0,Stora Essingen,Stockholms,59.3217466,17.990691623708127
Badstrandsvägen 33,2860000,2595000.0,1.0,38.0,1821.0,3620.0,1938.0,Stockholm,Stockholms,59.3251172,18.0710935
Badstrandsvägen 33,2975000,2650000.0,,38.0,1742.0,3168.0,1938.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Badstrandsvägen 33,2975000,2650000.0,,38.0,1742.0,3168.0,1938.0,Stora Essingen,Stockholms,59.3217466,17.990691623708127
Badstrandsvägen 33,2975000,2650000.0,,38.0,1742.0,3168.0,1938.0,Stockholm,Stockholms,59.3251172,18.0710935
Badstrandsvägen 33,2810000,2395000.0,1.0,38.0,1742.0,6828.0,1938.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Badstrandsvägen 33,2810000,2395000.0,1.0,38.0,1742.0,6828.0,1938.0,Stora Essingen,Stockholms,59.3217466,17.990691623708127
Badstrandsvägen 33,2810000,2395000.0,1.0,38.0,1742.0,6828.0,1938.0,Stockholm,Stockholms,59.3251172,18.0710935
Sulitelmavägen 9,2600000,2295000.0,2.0,36.0,2690.0,5000.0,1937.0,Bromma Traneberg,Stockholms,59.3387792,17.9813954
S:t Ansgars Väg 10 A,2515000,2495000.0,1.0,25.0,1711.0,,2020.0,Råsunda,Solna,59.365658,17.9946009
Bastuhagsvägen 50,2650000,2650000.0,2.0,45.0,2809.0,,2014.0,Stureby,Stockholms,59.2746446,18.055816
Karmstolsvägen 13,2750000,2495000.0,2.0,64.0,4176.0,10800.0,1946.0,Gubbängen,Stockholms,59.2636202,18.0820785
Karmstolsvägen 13,2670000,2395000.0,2.0,61.0,3980.0,4800.0,1947.0,Gubbängen,Stockholms,59.2636202,18.0820785
Klockar Malms väg 27,2635000,2495000.0,2.0,61.0,3531.0,3400.0,1952.0,Berga,Danderyd,59.4,18.05
Lillåkersvägen 19,2700000,2395000.0,2.0,61.0,3325.0,,1975.0,Lidingö,Lidingö,59.3643845,18.133142
Borgarfjordsgatan 21A våning 8,2695000,2695000.0,2.0,59.0,3425.0,6876.0,2015.0,Kista,Stockholms,59.403311,17.9442849
Funäsgatan 6 9tr,2700000,2495000.0,2.0,47.0,2350.0,8740.0,2019.0,Råcksta,Stockholms,59.3549132,17.8818481
Mjölnerbacken 67,2550000,2550000.0,3.0,79.0,3617.0,,1986.0,Rissne,Sundbyberg,59.3755892,17.9402175
Mjölnerbacken 67,2900000,2775000.0,5.0,89.0,3977.0,,1986.0,Rissne,Sundbyberg,59.3755892,17.9402175
Golfbanevägen 7,2695000,2695000.0,1.0,31.0,2181.0,,,Danderyd,Danderyd,59.4,18.05
Golfbanevägen 7,8190000,8345000.0,5.0,109.0,5552.0,8173.0,2020.0,Danderyd,Danderyd,59.4,18.05
Golfbanevägen 7,8870000,8850000.0,5.0,109.0,5333.0,,,Danderyd,Danderyd,59.4,18.05
Kronobergsgatan 20 2tr,2525000,2550000.0,1.0,18.0,1224.0,4800.0,1911.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Runvägen 10 4tr,2750000,2495000.0,2.0,61.0,3043.0,3000.0,1962.0,Kvarnbergsplan,Huddinge,59.2412018,17.994895
Kumla allé 14,2750000,2495000.0,3.0,67.0,3864.0,,,Tyresö,Tyresö,59.216667,18.333333
Torsvikssvängen 37,2650000,2795000.0,2.0,42.0,1878.0,5160.0,1945.0,Torsvik,Lidingö,59.367718,18.1371267
Lundagatan 46 3TR,2630000,2195000.0,1.0,23.0,1342.0,,1932.0,Södermalm,Stockholms,59.3123782,18.06975557565056
Blekholmsterrassen 9,2725000,2495000.0,,27.0,2249.0,4800.0,1994.0,Vasastan,Stockholms,59.3413498,18.0489474
Knektvägen 17 4 tr,2730000,2395000.0,2.0,54.0,3187.0,6000.0,1946.0,Gubbängen,Stockholms,59.2636202,18.0820785
Bokbindarvägen 26,2750000,2195000.0,2.0,39.0,2342.0,4000.0,1939.0,Telefonplan,Stockholms,59.2983614,17.9981996
Möregatan 7 2tr,2700000,2700000.0,1.0,28.0,2149.0,4000.0,1937.0,Skanstull,Stockholms,59.308699,18.075958
Kratsbodavägen 50B vån 3/6,2750000,2395000.0,2.0,43.0,2690.0,3400.0,2016.0,Mariehäll,Stockholms,59.3599806,17.952094
Filipstadsbacken 46,2750000,2175000.0,2.0,59.0,3318.0,4800.0,1957.0,Farsta,Stockholms,59.2453471,18.0883657
Ekshäradsgatan 895tr,2550000,2195000.0,2.0,59.0,3676.0,6768.0,1962.0,Farsta,Stockholms,59.2453471,18.0883657
Källtorpsvägen 6 3tr,2700000,2700000.0,2.0,51.0,3409.0,5400.0,,Näsbypark,Täby,59.4293634,18.0885067
Gustaf Bergs Väg 17A 8tr,2600000,2295000.0,2.0,54.0,2825.0,4080.0,1969.0,Centrum,Täby,59.466667,18.066667
Dukvägen 10,2650000,2195000.0,,39.0,2228.0,3600.0,1944.0,Riksby,Stockholms,59.343036,17.9455049
Nynäsvägen 351,2590000,2195000.0,1.0,45.0,2133.0,5500.0,1931.0,Gamla Enskede,Stockholms,59.2800116,18.0887181
Fredsgatan 6A,2700000,2295000.0,2.0,46.0,2967.0,4450.0,1947.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Diligensvägen 37,2650000,1995000.0,3.0,64.0,4488.0,6204.0,1988.0,Jarlaberg,Nacka,59.3162629,18.1703597
Oppundavägen 35,2700000,2495000.0,2.0,55.0,3241.0,,1949.0,Enskede,Stockholms,59.2779081,18.0444314682601
Oppundavägen 35,2700000,2495000.0,2.0,55.0,3241.0,,1949.0,Svedmyra,Stockholms,59.2774915,18.0671282
Oppundavägen 35,2900000,2495000.0,2.0,55.0,3431.0,5400.0,1950.0,Enskede,Stockholms,59.2779081,18.0444314682601
Oppundavägen 35,2900000,2495000.0,2.0,55.0,3431.0,5400.0,1950.0,Svedmyra,Stockholms,59.2774915,18.0671282
Oppundavägen 35,2780000,2450000.0,2.0,55.0,3431.0,6000.0,,Enskede,Stockholms,59.2779081,18.0444314682601
Oppundavägen 35,2780000,2450000.0,2.0,55.0,3431.0,6000.0,,Svedmyra,Stockholms,59.2774915,18.0671282
Oppundavägen 35,2850000,2475000.0,2.0,55.0,3431.0,5600.0,1949.0,Enskede,Stockholms,59.2779081,18.0444314682601
Oppundavägen 35,2850000,2475000.0,2.0,55.0,3431.0,5600.0,1949.0,Svedmyra,Stockholms,59.2774915,18.0671282
Igeldammsgatan 38,2675000,2195000.0,1.0,26.0,1733.0,1500.0,1930.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Becksjudarvägen 31,2620000,1995000.0,,50.0,2697.0,3600.0,,Finntorp,Nacka,59.3090595,18.1385377
Rindögatan 12 1 tr,2750000,2495000.0,1.0,26.0,1780.0,,,Gärdet,Stockholms,59.344243,18.0908903
Sätraängsvägen 108,2550000,2395000.0,2.0,55.0,3670.0,3600.0,1951.0,Sätra äng,Danderyd,59.4167093,18.0036376
Svalgränd 8A,2575000,2575000.0,1.0,34.0,1941.0,,1962.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Svalgränd 8A,4210000,3395000.0,2.0,54.0,2899.0,4500.0,1962.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Svalgränd 8A,4200000,3795000.0,3.0,68.0,3611.0,,1962.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Tegnérgatan 55C 2tr,2680000,2395000.0,1.0,24.0,1674.0,8100.0,1926.0,Vasastan,Stockholms,59.3413498,18.0489474
Sköntorpsvägen 115 8 tr,2510000,2150000.0,,31.0,2337.0,2600.0,1960.0,Årsta,Stockholms,59.2964776,18.0528626
Flygvillevägen 5,2600000,2595000.0,2.0,61.0,4249.0,4750.0,2006.0,Hägernäs Strand,Täby,59.4456751,18.135498
Kometvägen 11 8tr,2650000,2195000.0,2.0,59.0,3482.0,3600.0,1961.0,Grindtorp,Täby,59.4387184,18.0730951
Ågesta Broväg 55,2550000,1995000.0,,39.0,1946.0,5400.0,1958.0,Farsta Strand,Stockholms,59.2350494,18.1020664
Lupinstigen 46B,2725000,2495000.0,2.0,50.0,2693.0,6096.0,2010.0,Vendelsö,Haninge,59.193059,18.189047
Ängsbacken 1 2 tr,2600000,2395000.0,3.0,80.0,6105.0,2400.0,,Nacka,Nacka,59.3120997,18.2073591
Sparbanksvägen 14,2750000,2295000.0,1.0,31.0,2108.0,6955.0,2016.0,Hägerstensåsen,Stockholms,59.294998,17.9779191
Västmannagatan 93 5 tr,2600000,2295000.0,1.0,20.0,1241.0,,1918.0,Odenplan,Stockholms,59.3430821,18.0500142
Byggmästarvägen 15,2750000,2750000.0,2.0,42.0,3138.0,4620.0,1938.0,Abrahamsberg,Stockholms,59.3364679,17.9537633
Thunbergsgatan 12,2550000,1995000.0,1.0,31.0,2778.0,4200.0,1938.0,Hammarbyhöjden,Stockholms,59.294805,18.1043275
Järnbärarvägen 10 2 tr,2530000,2190000.0,3.0,82.0,4001.0,10800.0,1966.0,Bredäng,Stockholms,59.2947832,17.9334371
Inteckningsvägen 11 högst upp!,2610000,2195000.0,2.0,55.0,2426.0,3500.0,1945.0,Hägerstensåsen,Stockholms,59.294998,17.9779191
Tulegatan 71,2600000,2295000.0,2.0,43.0,2184.0,6348.0,1944.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Tulegatan 71,2600000,2295000.0,2.0,43.0,2184.0,6348.0,1944.0,Duvbo,Sundbyberg,59.3675643,17.9648787
Tulegatan 71,3020000,2995000.0,2.0,59.0,3208.0,,1944.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Tulegatan 71,3020000,2995000.0,2.0,59.0,3208.0,,1944.0,Duvbo,Sundbyberg,59.3675643,17.9648787
Albatrossvägen 100,2610000,2595000.0,4.0,87.0,4892.0,3600.0,1968.0,Haninge,Haninge,59.049722,18.266667
Näsbydalsvägen 12 12tr,2600000,2495000.0,2.0,62.0,3069.0,4900.0,1959.0,Näsbydal,Täby,59.4375858,18.0652812
Lövgatan 64,2750000,2495000.0,1.0,37.0,1698.0,,1910.0,Råsunda,Solna,59.365658,17.9946009
Lövgatan 64,3000000,2650000.0,1.0,40.0,1883.0,5700.0,1911.0,Råsunda,Solna,59.365658,17.9946009
Lövgatan 64,3905000,3795000.0,2.0,63.0,2756.0,,1911.0,Råsunda,Solna,59.365658,17.9946009
Fredrikslundsvägen 21,2580000,2095000.0,2.0,41.0,2388.0,,1940.0,Åkeslund,Stockholms,59.336483,17.9371498
Ekuddsvägen 25 8 tr,2550000,2295000.0,1.0,34.0,2223.0,2125.0,1966.0,Ekudden,Nacka,59.3054598,18.1464535
Åkerbyvägen 128 1 tr,2700000,2695000.0,3.0,83.0,3844.0,,1964.0,Centrum,Täby,59.466667,18.066667
Skillinggränd 9 5 tr,2650000,2200000.0,1.0,20.0,941.0,2600.0,1927.0,Norr Mälarstrand,Stockholms,59.3282173,18.0320318
Uppfartsvägen 5 5tr,2600000,2195000.0,1.0,38.0,2684.0,,1939.0,Råsunda,Solna,59.365658,17.9946009
Vinthundsgatan 115,2520000,2195000.0,2.0,45.0,2674.0,,2012.0,Västra Brotorp,Sundbyberg,59.3607417,17.9718708
Vinthundsgatan 115,2520000,2195000.0,2.0,45.0,2674.0,,2012.0,Järvastaden,Sundbyberg,59.3607417,17.9718708
Vinthundsgatan 115,3300000,3300000.0,3.0,62.0,3313.0,,,Västra Brotorp,Sundbyberg,59.3607417,17.9718708
Vinthundsgatan 115,3300000,3300000.0,3.0,62.0,3313.0,,,Järvastaden,Sundbyberg,59.3607417,17.9718708
Viksjöplan 40,2700000,2595000.0,3.0,75.0,4168.0,4500.0,2015.0,Viksjö,Järfälla,59.4108548,17.8000685
Kungsängsvägen 12,2530000,2600000.0,2.0,55.0,3424.0,5868.0,2016.0,Kanalstaden,Österåker,59.4935366,18.4453926
Kungsängsvägen 12,2530000,2600000.0,2.0,55.0,3424.0,5868.0,2016.0,Åkersberga,Österåker,59.4823516,18.2943981
Kungsängsvägen 12,4500000,4795000.0,5.0,113.0,5963.0,,2016.0,Kanalstaden,Österåker,59.4935366,18.4453926
Kungsängsvägen 12,4500000,4795000.0,5.0,113.0,5963.0,,2016.0,Åkersberga,Österåker,59.4823516,18.2943981
Myggdalsvägen 20 Högst upp!,2560000,2195000.0,3.0,90.0,5288.0,,1966.0,Centrum,Tyresö,59.216667,18.333333
Njupkärrsvägen 48 bv,2750000,2395000.0,3.0,87.0,5112.0,,1964.0,Centrum,Tyresö,59.216667,18.333333
Follingbogatan 24 2tr,2600000,2295000.0,2.0,41.0,2400.0,4800.0,2017.0,Beckomberga,Stockholms,59.354737,17.8899243
Svarvargatan 10 5 tr,2550000,2150000.0,1.0,24.0,1156.0,,1931.0,Stockholms,Stockholms,59.3376098,18.0270234
Bergslagsvägen 41,2520000,2195000.0,2.0,40.0,2646.0,4300.0,1941.0,Brommaplan,Stockholms,59.3382828,17.9396936
Bergslagsvägen 41,2665000,2665000.0,2.0,40.0,2710.0,4300.0,,Brommaplan,Stockholms,59.3382828,17.9396936
Gallehusgränd 3 2 tr,2600000,2475000.0,4.0,89.0,6212.0,6000.0,2000.0,Kista Ärvinge,Stockholms,59.3973079,17.9465165
Rondovägen 230,2575000,2250000.0,3.0,76.0,3964.0,,,Östra Skogås,Huddinge,59.218698,18.1514914
Slättåkragränd 13,2510000,2195000.0,3.0,83.0,4201.0,3500.0,1968.0,Östbergahöjden,Stockholms,59.2865412,18.03648
Kratsbodavägen 50B 4 tr.,2700000,2250000.0,2.0,43.0,2690.0,4200.0,2016.0,Mariehäll,Stockholms,59.3599806,17.952094
John Bergs Plan 7,2700000,2350000.0,1.0,31.0,2261.0,,1937.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
John Bergs Plan 7,3150000,2995000.0,2.0,38.0,2760.0,6000.0,1937.0,Kungsholmen,Stockholms,59.3327422,18.023771900117097
Pontonjärgatan 33,2600000,2450000.0,1.0,23.0,1094.0,,1931.0,Stockholm Kungsholmen,Stockholms,59.3327422,18.023771900117097
Gyllenborgsgatan 13,2600000,2095000.0,1.0,22.0,1164.0,,1926.0,Thorildsplan,Stockholms,59.3314883,18.0150904
Kolsnarsvägen 11,2700000,2175000.0,2.0,42.0,2600.0,4800.0,1944.0,Årsta,Stockholms,59.2964776,18.0528626
Kolsnarsvägen 11,2950000,2395000.0,2.0,43.0,2657.0,4020.0,1944.0,Årsta,Stockholms,59.2964776,18.0528626
Tegelbruksvägen 7E 2 trappor,2620000,2300000.0,,61.0,4718.0,5172.0,1988.0,Centrum,Ekerö,59.333333,17.6
Olof Af Acrels Väg 3 3tr,2600000,1995000.0,1.0,26.0,1979.0,1976.0,1959.0,Hagastaden,Solna,59.3664864,18.0096279
S:t Ansgars väg 10 A 4 tr,2600000,2295000.0,,44.0,3010.0,6000.0,1940.0,Råsunda,Solna,59.365658,17.9946009
Kyrkbacken 9 2tr,2570000,1995000.0,2.0,64.0,4239.0,1200.0,1973.0,Solna,Solna,59.3664864,18.0096279
Kyrkbacken 9 2tr,2570000,1995000.0,2.0,64.0,4239.0,1200.0,1973.0,Hagalund,Solna,59.3626188,18.0133957
Kyrkbacken 9 2tr,2795000,2795000.0,2.0,62.0,4149.0,,1973.0,Solna,Solna,59.3664864,18.0096279
Kyrkbacken 9 2tr,2795000,2795000.0,2.0,62.0,4149.0,,1973.0,Hagalund,Solna,59.3626188,18.0133957
Oxelvägen 23D,2700000,2700000.0,,,,,,Botkyrka,Botkyrka,59.2034494,17.8545982
Årstavägen 117 - ACCEPTERAT PRIS,2650000,2650000.0,,45.0,3076.0,4800.0,1947.0,Årsta,Stockholms,59.2964776,18.0528626
Harpsundsvägen 49,2510000,1995000.0,,57.0,2951.0,4860.0,1955.0,Högdalen,Stockholms,59.2637643,18.0430573
Pelargatan 4,2510000,2195000.0,2.0,45.0,3736.0,,,Skärmarbrink,Stockholms,59.2957281,18.0898804
Pelargatan 4,2510000,2195000.0,2.0,45.0,3736.0,,,Johanneshov,Stockholms,59.2946981,18.0840975
Pelargatan 4,2900000,2795000.0,2.0,45.0,3773.0,5000.0,1942.0,Skärmarbrink,Stockholms,59.2957281,18.0898804
Pelargatan 4,2900000,2795000.0,2.0,45.0,3773.0,5000.0,1942.0,Johanneshov,Stockholms,59.2946981,18.0840975
Responsgatan 18 (18-1509),2750000,2750000.0,2.0,46.0,2883.0,,2019.0,Hägersten,Stockholms,59.3039831,17.9671408
Kyrkogatan 7,2610000,2295000.0,1.0,40.0,2331.0,,1964.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Kyrkogatan 7,2850000,2395000.0,2.0,40.0,2350.0,,1964.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Grindtorpsvägen 19,2600000,2650000.0,3.0,80.0,4791.0,4800.0,1962.0,Grindtorp,Täby,59.4387184,18.0730951
Inteckningsvägen 11,2575000,2350000.0,2.0,55.0,2426.0,4824.0,1945.0,Hägerstensåsen,Stockholms,59.294998,17.9779191
Runstenstorget 4 vån 9,2650000,2395000.0,2.0,60.0,3343.0,5760.0,,Handen,Haninge,59.1676451,18.1409008
Torphagsvägen 8 1tr,2605000,2295000.0,2.0,36.0,1860.0,7800.0,1935.0,Norra Djurgården,Stockholms,59.3634004,18.0770654
Torphagsvägen 8 1tr,2600000,2295000.0,2.0,36.0,1860.0,3204.0,1935.0,Norra Djurgården,Stockholms,59.3634004,18.0770654
Erik Segersälls Väg 13,2700000,2195000.0,1.0,33.0,1998.0,3900.0,1938.0,Aspudden,Stockholms,59.3064663,18.0013731
Solnavägen 96 B,2750000,2495000.0,1.0,34.0,2624.0,4928.0,,Råsunda,Solna,59.365658,17.9946009
Knektvägen 17,2600000,2095000.0,2.0,54.0,2971.0,4200.0,1947.0,Enskede,Stockholms,59.2779081,18.0444314682601
Knektvägen 17,2600000,2095000.0,2.0,54.0,2971.0,4200.0,1947.0,Gubbängen,Stockholms,59.2636202,18.0820785
Knektvägen 17,2750000,2395000.0,2.0,54.0,3198.0,4000.0,1947.0,Enskede,Stockholms,59.2779081,18.0444314682601
Knektvägen 17,2750000,2395000.0,2.0,54.0,3198.0,4000.0,1947.0,Gubbängen,Stockholms,59.2636202,18.0820785
Bäckvägen 83 vån 3 av 3,2700000,2700000.0,2.0,44.0,3456.0,4800.0,1942.0,Telefonplan,Stockholms,59.2983614,17.9981996
Forsskålsgatan 16 2,2600000,2250000.0,2.0,39.0,3355.0,,1945.0,Johanneshov,Stockholms,59.2946981,18.0840975
Svandammsvägen 17A 1 tr,2650000,2195000.0,2.0,30.0,2099.0,6000.0,1938.0,Midsommarkransen,Stockholms,59.3019987,17.9975179
Kyrkogatan 2,2710000,2395000.0,,38.0,1901.0,5400.0,1944.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Blanchegatan 14 1 tr,2725000,2350000.0,1.0,24.0,1437.0,5936.0,1936.0,Östermalm,Stockholms,59.336723,18.0859178
Eskadervägen 12,2750000,2575000.0,,64.0,2983.0,3744.0,1960.0,Näsby Park,Täby,59.466667,18.066667
Vedevågslingan 20,2600000,2195000.0,4.0,87.0,4772.0,6240.0,1958.0,Hagsätra,Stockholms,59.2625476,18.012769
Inteckningsvägen 62,2560000,2095000.0,2.0,43.0,2996.0,4020.0,1945.0,Hägerstensåsen,Stockholms,59.294998,17.9779191
Harplingegränd 46 3 tr,2550000,2250000.0,3.0,71.0,3875.0,2628.0,1969.0,Älvsjö,Stockholms,59.2758491,18.0018895
Mosstorpsvägen 13 1tr,2520000,2575000.0,2.0,48.0,3065.0,4800.0,1940.0,Mosstorp,Lidingö,59.3565373,18.142384
Midsommarvägen 80 vån 2,2660000,1995000.0,2.0,42.0,2290.0,4800.0,1944.0,Telefonplan,Stockholms,59.2983614,17.9981996
Atlasvägen 21 3tr,2600000,2495000.0,,45.0,2569.0,4200.0,1960.0,Sickla,Nacka,59.3068049,18.1213049
Surtsögatan 3 1tr,2700000,2700000.0,3.0,71.0,3594.0,,2013.0,Kista gård,Stockholms,59.4085962,17.9403077
Kristinehovsgatan 5A 5 tr,2540000,2375000.0,1.0,25.0,2003.0,,1942.0,Högalid,Stockholms,59.3179484,18.0418567
Biblioteksgången 6 4 tr. Accepterat pris!,2650000,2700000.0,2.0,68.0,4011.0,,1971.0,Centrum,Täby,59.466667,18.066667
Säterbacken 4,2700000,2250000.0,,102.0,4805.0,6000.0,1969.0,Skogås,Huddinge,59.218698,18.1514914
Viksängsvägen 16,2550000,2595000.0,3.0,71.0,4930.0,3600.0,2006.0,Viksäng Strand,Södertälje,59.1964289,17.6271663
Rondovägen 236,2600000,2250000.0,3.0,76.0,3964.0,,1981.0,Östra Skogås Drevviksstrand,Huddinge,59.218698,18.1514914
Pilotgatan 9 3tr,2650000,2350000.0,3.0,78.0,4713.0,7200.0,1984.0,Skarpnäck,Stockholms,59.2664372,18.1330727
Voxnegränd 1,2650000,2295000.0,2.0,54.0,4018.0,5652.0,1954.0,Bagarmossen,Stockholms,59.2761858,18.13134
Voxnegränd 1,3710000,3295000.0,3.0,64.0,4627.0,5400.0,1954.0,Bagarmossen,Stockholms,59.2761858,18.13134
Skolvägen 3N Lgh 7-1,2575000,2575000.0,4.0,107.0,5174.0,,2020.0,Mölnbo,Södertälje,59.0486039,17.41531
Oppundavägen 11 3tr,2750000,2750000.0,2.0,56.0,3236.0,4800.0,1949.0,Svedmyra,Stockholms,59.2774915,18.0671282
Tunnlandsvägen 89,2550000,2350000.0,2.0,58.0,2545.0,4680.0,1998.0,Åkeslund,Stockholms,59.336483,17.9371498
Slåttervägen 3,2680000,2395000.0,2.0,36.0,2205.0,,2016.0,Stockholms,Stockholms,,
Åsögatan 174 4tr,2530000,2095000.0,1.0,22.0,1302.0,4800.0,,Sofia,Stockholms,59.312853,18.0736146
Kamomillagatan 31 vån. 4/4,2750000,2750000.0,2.0,58.0,3241.0,6700.0,2016.0,Annedal,Stockholms,59.3633265,17.9510126
Abiskovägen 6 4 tr,2630000,2395000.0,3.0,76.0,3865.0,,,Vällingby Centrum,Stockholms,59.3627535,17.873010989422582
Kungsklippan 20 1tr,2630000,2475000.0,1.0,28.0,2362.0,,1934.0,Kungsklippan,Stockholms,59.3303833,18.046965838503823
Storsjövägen 59,2600000,2175000.0,2.0,43.0,2749.0,4200.0,1946.0,Årsta,Stockholms,59.2964776,18.0528626
Doktor Widerströms gata 4,2600000,2195000.0,2.0,54.0,3537.0,6348.0,1953.0,Fruängen,Stockholms,59.2864677,17.964876
Garvis Carlssons Gata 28,2750000,2395000.0,1.0,37.0,2313.0,,2019.0,Råsunda,Solna,59.365658,17.9946009
Flygarvägen 41,2600000,2395000.0,3.0,72.0,3225.0,,,Barkarby,Järfälla,59.4051955,17.8643513
Jovisgatan 1,2715000,2695000.0,3.0,80.0,4243.0,5760.0,2017.0,Centrum,Södertälje,59.1964289,17.6271663
Mäster Henriks Allé 41,2650000,2495000.0,2.0,59.0,4277.0,4968.0,1993.0,Viby,Sollentuna,59.4577857,17.8952048
Grundtvigsgatan 21,2630000,2290000.0,2.0,54.0,2310.0,8760.0,1951.0,Bromma Blackeberg,Stockholms,59.3484727,17.8826992
Emaljvägen 10 7 tr,2590000,2650000.0,4.0,92.0,6001.0,3000.0,1963.0,Kallhäll,Järfälla,59.4522794,17.8072383
Skytteholmsvägen 41 4tr,2675000,2295000.0,2.0,45.0,2841.0,3720.0,2003.0,Centrum,Solna,59.3664864,18.0096279
Midskeppsgatan 16,2650000,2295000.0,1.0,27.0,1312.0,,2008.0,Hammarby Sjöstad,Stockholms,59.3056121,18.1060603
Midskeppsgatan 16,4550000,4500000.0,2.0,62.0,3014.0,3000.0,2009.0,Hammarby Sjöstad,Stockholms,59.3056121,18.1060603
Midskeppsgatan 16,5000000,4895000.0,2.0,60.0,3296.0,,2009.0,Hammarby Sjöstad,Stockholms,59.3056121,18.1060603
Tulegatan 60,2710000,2295000.0,2.0,42.0,2530.0,,1942.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Harpsundsvägen 76,2540000,2495000.0,3.0,70.0,4112.0,10200.0,1956.0,Bandhagen,Stockholms,59.2703049,18.0495879
Inteckningsvägen 60 2tr,2600000,2600000.0,2.0,43.0,2996.0,,1945.0,Hägerstensåsen,Stockholms,59.294998,17.9779191
Rådstuguvägen 10 2tr,2525000,2195000.0,2.0,49.0,2892.0,,1999.0,Huddinge,Huddinge,59.2293827,17.9748815
Kommunalvägen 42,2720000,2395000.0,2.0,69.0,4620.0,6300.0,2008.0,Kvarnbergsplan,Huddinge,59.2412018,17.994895
Lomvägen 625,2525000,2250000.0,4.0,83.0,5434.0,5400.0,1973.0,Sollentuna,Sollentuna,59.4283893,17.94845
Albatrossvägen 32,2610000,2495000.0,5.0,107.0,5922.0,6180.0,1968.0,Vendelsö,Haninge,59.193059,18.189047
Oxenstiernas Allé 23,2670000,2495000.0,3.0,59.0,3519.0,,,Ursvik,Sundbyberg,59.38216225,17.961522006771705
Serenadvägen 38,2600000,2250000.0,2.0,69.0,4689.0,,1994.0,Nacka,Nacka,59.3120997,18.2073591
Hagalundsgatan 8,2610000,2295000.0,3.0,67.0,3551.0,4800.0,1973.0,Hagalund,Solna,59.3626188,18.0133957
Bettnavägen 50,2600000,2250000.0,2.0,60.0,2832.0,4000.0,1963.0,Örby,Stockholms,59.2718469,18.0271185
Älvsåkersgränd 45 3 tr hiss,2675000,2250000.0,3.0,83.0,4944.0,3348.0,1968.0,Älvsjö,Stockholms,59.2758491,18.0018895
Hagalundsgatan 42 vån 9,2730000,2250000.0,2.0,56.0,2357.0,,1971.0,Hagalund,Solna,59.3626188,18.0133957
Helgdagsvägen 21,2700000,2195000.0,2.0,64.0,4088.0,7200.0,2001.0,Farsta,Stockholms,59.2453471,18.0883657
Helgdagsvägen 21,2700000,2195000.0,2.0,64.0,4088.0,7200.0,2001.0,Hökarängen,Stockholms,59.2573192,18.0828456
Helgdagsvägen 21,3500000,2875000.0,3.0,76.0,4746.0,,2001.0,Farsta,Stockholms,59.2453471,18.0883657
Helgdagsvägen 21,3500000,2875000.0,3.0,76.0,4746.0,,2001.0,Hökarängen,Stockholms,59.2573192,18.0828456
Finn Malmgrens Väg 1C,2610000,2095000.0,2.0,55.0,4082.0,,1992.0,Hammarbyhöjden,Stockholms,59.294805,18.1043275
