Name,SoldPrice,AskPrice,Rooms,Size,MonthlyRent,YearlyRent,YearBuilt,Region,Kommun,Lat,Log
Torsvikssvängen 48 3 tr,1895000,1995000.0,1.0,19.0,776.0,,,Torsvik,Lidingö,59.367718,18.1371267
Vallavägen 59,1800000,1495000.0,3.0,78.0,4712.0,,,Handen,Haninge,59.1676451,18.1409008
Vallavägen 59,2660000,2245000.0,5.0,105.0,7132.0,,,Handen,Haninge,59.1676451,18.1409008
Vältvägen 14,1970000,1695000.0,2.0,65.0,3973.0,3840.0,1970.0,Järfälla,Järfälla,59.416667,17.766667
Skolrådsvägen 52,1850000,1695000.0,3.0,57.0,4083.0,12800.0,1987.0,Vendelsö,Haninge,59.193059,18.189047
Oxenstiernas Allé 16 Bv,1950000,1950000.0,1.0,31.0,2035.0,3786.0,2015.0,Stora Ursvik,Sundbyberg,59.386026,17.9479372
Oxenstiernas Allé 16 Bv,3800000,3495000.0,4.0,92.0,5321.0,6750.0,2015.0,Stora Ursvik,Sundbyberg,59.386026,17.9479372
Järfällavägen 96b vån 2,1975000,1895000.0,2.0,46.0,2853.0,6288.0,2015.0,Söderdalen,Järfälla,59.4171117,17.830799039416675
Helsingforsgatan 29 2 tr,1800000,1850000.0,2.0,51.0,3341.0,,1979.0,Akalla,Stockholms,59.4147004,17.9218177
Dagsverksvägen 229 vån 4,2000000,2100000.0,2.0,56.0,3384.0,4800.0,1960.0,Solhem,Stockholms,59.3820332,17.8978211
Hamngatan 45 c,1765000,1795000.0,3.0,73.0,4464.0,6504.0,1948.0,Norra,Nynäshamn,58.9056457,17.9470987
Biblioteksgången 6,1800000,1795000.0,1.0,28.0,1559.0,5520.0,1967.0,Centrum,Täby,59.466667,18.066667
Gränsholmsbacken 2,1925000,1875000.0,2.0,65.0,3353.0,,,Vårberg,Stockholms,59.2758872,17.889953
Grandalsvägen 39,1795000,1795000.0,3.0,71.0,5365.0,,1987.0,Åkersberga,Österåker,59.4823516,18.2943981
Parkvägen 12 1tr,1975000,1995000.0,1.0,32.0,1843.0,4200.0,2015.0,Helenelund,Sollentuna,59.4283893,17.94845
Knektvägen 15 5 tr,1900000,1895000.0,1.0,25.0,1566.0,4500.0,1947.0,Gubbängen,Stockholms,59.2636202,18.0820785
Ullerudsbacken 51,2000000,,2.0,39.0,3243.0,,2004.0,Farsta,Stockholms,59.2453471,18.0883657
Ullerudsbacken 51,2000000,,2.0,39.0,3243.0,,2004.0,Farsta Strand,Stockholms,59.2350494,18.1020664
Ullerudsbacken 51,2900000,2395000.0,2.0,66.0,4638.0,4200.0,2004.0,Farsta,Stockholms,59.2453471,18.0883657
Ullerudsbacken 51,2900000,2395000.0,2.0,66.0,4638.0,4200.0,2004.0,Farsta Strand,Stockholms,59.2350494,18.1020664
Ullerudsbacken 51,4050000,3650000.0,4.0,95.0,6046.0,10236.0,2004.0,Farsta,Stockholms,59.2453471,18.0883657
Ullerudsbacken 51,4050000,3650000.0,4.0,95.0,6046.0,10236.0,2004.0,Farsta Strand,Stockholms,59.2350494,18.1020664
Kyrkvärdsplan 9,1965000,1950000.0,2.0,55.0,2773.0,,1960.0,Tumba,Botkyrka,59.2005555,17.8343123
Flygarvägen 2,1950000,1950000.0,2.0,50.0,2896.0,,2014.0,Rikstens Friluftsstad,Botkyrka,59.2034494,17.8545982
Flygarvägen 2,1950000,1950000.0,2.0,50.0,2896.0,,2014.0,Riksten,Botkyrka,59.168579,17.9210173
Flygarvägen 2,2075000,1950000.0,2.0,50.0,2954.0,6720.0,2014.0,Rikstens Friluftsstad,Botkyrka,59.2034494,17.8545982
Flygarvägen 2,2075000,1950000.0,2.0,50.0,2954.0,6720.0,2014.0,Riksten,Botkyrka,59.168579,17.9210173
Flygarvägen 2,2125000,1995000.0,2.0,50.0,2896.0,,2015.0,Rikstens Friluftsstad,Botkyrka,59.2034494,17.8545982
Flygarvägen 2,2125000,1995000.0,2.0,50.0,2896.0,,2015.0,Riksten,Botkyrka,59.168579,17.9210173
Harpsundsvägen 107,2000000,1995000.0,2.0,37.0,2113.0,5592.0,1955.0,Högdalen,Stockholms,59.2637643,18.0430573
Harpsundsvägen 107,2550000,2190000.0,2.0,61.0,3166.0,4188.0,1954.0,Högdalen,Stockholms,59.2637643,18.0430573
Midsommarvägen 50 Skrivuppdrag åt kund,1883333,1883333.0,2.0,48.0,3444.0,,1944.0,Midsommarkransen,Stockholms,59.3019987,17.9975179
Munkhättevägen 17A,1850000,1850000.0,2.0,53.0,3862.0,4800.0,,Tumba,Botkyrka,59.2005555,17.8343123
Lädersättravägen 97,1870000,1595000.0,3.0,81.0,5695.0,,1967.0,Kallhäll,Järfälla,59.4522794,17.8072383
Hasselnötsvägen 57,1800000,1495000.0,2.0,44.0,4041.0,6732.0,1992.0,Älta,Nacka,59.2573973,18.1812421
Runvägen 1 1 tr,1850000,1895000.0,2.0,56.0,3125.0,4860.0,1960.0,Kvarnbergsplan,Huddinge,59.2412018,17.994895
Elias Lönnrots väg 9,1825000,1900000.0,1.0,23.0,1285.0,,1952.0,Bromma Blackeberg,Stockholms,59.3484727,17.8826992
Spegelbacken 68,1885000,1495000.0,2.0,65.0,5396.0,4800.0,1989.0,GRIBBYLUND,Täby,59.461827,18.08846
Myrstuguvägen 235,1860000,1795000.0,3.0,89.0,6204.0,7800.0,,Myrstuguberget,Huddinge,59.2461375,17.8822347
Viggengatan 4,2000000,1995000.0,2.0,43.0,2697.0,,2018.0,Barkarbystaden,Järfälla,59.4133988,17.8669048
Fritzbergsvägen 2A,1995000,1995000.0,2.0,50.0,3075.0,,2005.0,Bällstalund,Vallentuna,59.5145403,18.0721967
Övre Villagatan 28C,1900000,1795000.0,2.0,63.0,4004.0,1500.0,1971.0,Södertälje,Södertälje,59.1964289,17.6271663
Astrakangatan 91 2 tr,1775000,1750000.0,2.0,55.0,3685.0,4000.0,1955.0,Hässelby Gård,Stockholms,59.3669672,17.8439084
Visättra Backe 4D,1925000,1895000.0,2.0,55.0,3511.0,3500.0,2015.0,Visättra Ängar,Huddinge,59.2150411,17.9551804
Kaskögatan 16 5 tr,1850000,1895000.0,2.0,63.0,3986.0,,1979.0,Akalla,Stockholms,59.4147004,17.9218177
Bergaparksvägen 6,1870000,1895000.0,3.0,101.0,6057.0,,1990.0,Åkersberga,Österåker,59.4823516,18.2943981
Emanuel Birkes väg 8G,2000000,1795000.0,3.0,73.0,5080.0,5000.0,1988.0,Salem,Salem,59.25,17.666667
TVÄRVÄGEN 8 - VÅNING 3,1900000,1695000.0,2.0,61.0,3886.0,3600.0,1987.0,Centrum,Vallentuna,59.583333,18.216667
Idunvägen 4 3 tr,1850000,1795000.0,2.0,60.0,3837.0,,1962.0,Handen,Haninge,59.1676451,18.1409008
Bältartorpsgatan 8B,1795000,1795000.0,2.0,58.0,2573.0,,1960.0,Norrtälje,Norrtälje,59.766667,18.7
Kornettstigen 3 4tr,2000000,1795000.0,2.0,67.0,4075.0,3600.0,1983.0,Upplands-Bro,Upplands-Bro,59.53570835,17.673861819777336
Aspsätravägen 33,2000000,1950000.0,2.0,48.0,2769.0,,1965.0,Sätra,Stockholms,59.2854236,17.915482
Rondovägen 196,1960000,1750000.0,2.0,65.0,3380.0,5400.0,1981.0,Skogås,Huddinge,59.218698,18.1514914
Förrådsvägen 22 5tr,1840000,1795000.0,1.0,28.0,1826.0,,2017.0,Huddinge,Huddinge,59.2293827,17.9748815
Stamgatan 19 sv,1780000,1650000.0,1.0,37.0,2790.0,,1959.0,Gamla Östberga,Stockholms,59.2918662,18.0458944
Noras väg 36 C Markplan,1825000,1595000.0,2.0,53.0,3058.0,,2013.0,Botkyrka,Botkyrka,59.2034494,17.8545982
Solskensvägen 15 1tr,1800000,1795000.0,3.0,81.0,5826.0,5100.0,1982.0,Tullinge,Botkyrka,59.2067468,17.9051873
Månadsvägen 41,1840000,1695000.0,3.0,70.0,4920.0,6180.0,1961.0,Jakobsberg,Järfälla,59.4238735,17.8329911
Månadsvägen 41,2000000,2095000.0,4.0,83.0,5657.0,3000.0,1961.0,Jakobsberg,Järfälla,59.4238735,17.8329911
Skolvägen 11D,1975000,2000000.0,2.0,59.0,3494.0,,1955.0,Åkersberga,Österåker,59.4823516,18.2943981
Celsings väg 81,1940000,1895000.0,,86.0,6471.0,4000.0,1991.0,Rotsunda,Sollentuna,59.4851966,17.9114651
Söderberga allé 70,1995000,1995000.0,2.0,58.0,4639.0,,,Söderberga Allé,Stockholms,59.3591803,17.8960769
Tisdagsvägen 12 1 tr,1950000,1850000.0,1.0,27.0,2079.0,3000.0,2020.0,Hökarängen,Stockholms,59.2573192,18.0828456
Sveaborgsgatan 20 1 tr,1920000,1875000.0,3.0,75.0,4586.0,,1978.0,Akalla,Stockholms,59.4147004,17.9218177
Flystagränd 1 2tr,1800000,1800000.0,2.0,36.0,2299.0,3700.0,1948.0,Flysta,Stockholms,59.3678823,17.904972
Mörbylund 15B 4tr,1975000,1995000.0,1.0,23.0,1766.0,3600.0,1972.0,Mörbylund,Danderyd,59.3872245,18.040154
Sköllerstagatan 58,1900000,1795000.0,1.0,30.0,1855.0,2000.0,2018.0,Rågsved,Stockholms,59.2566889,18.0284454
Skyttevägen 16,1830000,1695000.0,2.0,60.0,3809.0,,1970.0,Gustavsberg Munkmora,Värmdö,59.3325602,18.3976597
Trollvägen 7,1820000,1795000.0,2.0,57.0,3785.0,6780.0,1963.0,Kallhäll,Järfälla,59.4522794,17.8072383
Jupitergatan 24,1810000,1595000.0,2.0,60.0,3660.0,20396.0,1989.0,Steninge,Sigtuna,59.6140223,17.81438
Elinsborgsbacken 33,1900000,1795000.0,3.0,81.0,5611.0,6600.0,,Tensta,Stockholms,59.3957349,17.9032284
BERGAVÄGEN 2F,1895000,1895000.0,1.0,43.0,2594.0,4200.0,2006.0,Åkersberga Centrum,Österåker,59.479863050000006,18.299935219771363
Tornslingan 48 2 tr,1900000,2000000.0,2.0,53.0,3408.0,,1960.0,Trångsund,Huddinge,59.2278113,18.1303869
Rosersbergsvägen 28,1925000,1995000.0,3.0,50.0,2016.0,5400.0,1965.0,Rosersberg,Sigtuna,59.5817322,17.8881759
Sankt Eriksvägen 16F,1900000,1860000.0,2.0,34.0,2177.0,9000.0,2018.0,Glömsta,Huddinge,59.2397397,17.919206
Harpsundsvägen 81,1850000,1595000.0,1.0,27.0,1803.0,4200.0,,Högdalen,Stockholms,59.2637643,18.0430573
Harpsundsvägen 81,2500000,1995000.0,2.0,60.0,3265.0,4200.0,1955.0,Högdalen,Stockholms,59.2637643,18.0430573
Harpsundsvägen 81,3350000,2795000.0,4.0,82.0,4142.0,,1955.0,Högdalen,Stockholms,59.2637643,18.0430573
Arkens väg 18,1920000,1795000.0,2.0,53.0,3116.0,6540.0,2012.0,Handen,Haninge,59.1676451,18.1409008
Birger Dahlerus väg 8A - FAST PRIS!,1900000,1900000.0,2.0,55.0,3489.0,8460.0,2009.0,Bolinder Strand,Järfälla,59.4568928,17.7961308
Timotejvägen 13 6 tr,1780000,1495000.0,2.0,58.0,4124.0,3000.0,1974.0,Hallunda,Botkyrka,59.2433117,17.8251324
Segersjövägen 35,1900000,1945000.0,2.0,61.0,3010.0,3600.0,1962.0,Segersjö,Botkyrka,59.1953579,17.811928
Segersjövägen 35,1900000,1945000.0,2.0,61.0,3010.0,3600.0,1962.0,Uttran,Botkyrka,59.1921285,17.8052198
Segersjövägen 35,1900000,1695000.0,2.0,55.0,2735.0,3600.0,1962.0,Segersjö,Botkyrka,59.1953579,17.811928
Segersjövägen 35,1900000,1695000.0,2.0,55.0,2735.0,3600.0,1962.0,Uttran,Botkyrka,59.1921285,17.8052198
Säterivägen 21,2000000,1695000.0,1.0,30.0,2078.0,,1939.0,Mariehäll,Stockholms,59.3599806,17.952094
Rabattvägen 42 (Våning 5),1850000,1695000.0,2.0,37.0,3103.0,,2013.0,Johannelund,Stockholms,59.3679477,17.8578532
Follingbogatan 18 3tr,1860000,1750000.0,2.0,39.0,3526.0,,2018.0,Beckomberga,Stockholms,59.354737,17.8899243
Skebokvarnsvägen 376 vån 5/6,1950000,1695000.0,1.0,33.0,2299.0,,2007.0,Högdalen,Stockholms,59.2637643,18.0430573
Ormingeringen 12C,1940000,1795000.0,2.0,45.0,3095.0,3000.0,,Nacka,Nacka,59.3120997,18.2073591
Bergavägen 8j,2000000,2000000.0,2.0,55.0,2535.0,,1985.0,Åkersberga,Österåker,59.4823516,18.2943981
Sleipnervägen 17,1800000,1795000.0,4.0,90.0,6279.0,,1967.0,Handen,Haninge,59.1676451,18.1409008
Rönnbärsvägen 13,1895000,1895000.0,4.0,98.0,5231.0,3000.0,1969.0,Upplands-Bro,Upplands-Bro,59.53570835,17.673861819777336
Bäckbornas väg 39,1995000,1995000.0,2.0,58.0,3861.0,,1992.0,Söderberga Park,Stockholms,59.36360825,17.90153173126173
Skolrådsvägen 76,1950000,1795000.0,3.0,57.0,4208.0,,1989.0,Vendelsö,Haninge,59.193059,18.189047
Sveaborgsgatan 9 nb,1800000,1900000.0,3.0,73.0,4452.0,,1976.0,Akalla,Stockholms,59.4147004,17.9218177
Östergatan 50,1950000,1795000.0,3.0,74.0,3568.0,,1959.0,Grusåsen,Södertälje,59.2034881,17.6352484
Norra Stationsvägen 4B,2000000,1850000.0,3.0,76.0,4693.0,4800.0,1966.0,Nykvarn,Nykvarn,59.2,17.416667
Arvid mörnes väg 38,1810000,1695000.0,1.0,33.0,2817.0,5300.0,1952.0,Blackeberg,Stockholms,59.3484727,17.8826992
Johannesbergsplan 20,1925000,1795000.0,1.0,32.0,2356.0,,2013.0,Silverdal,Sollentuna,59.4283893,17.94845
Johannesbergsplan 20,2200000,1995000.0,2.0,36.0,2567.0,2640.0,2014.0,Silverdal,Sollentuna,59.4283893,17.94845
Stensövägen 7,2000000,2000000.0,3.0,78.0,5045.0,,1971.0,Älta,Nacka,59.2573973,18.1812421
Pilvägen 52,1900000,1795000.0,1.0,48.0,2947.0,4200.0,1969.0,Helenelund,Sollentuna,59.4283893,17.94845
Erik Tegels väg 13,1810000,1850000.0,2.0,46.0,3066.0,3400.0,1961.0,Bromsten,Stockholms,59.3828205,17.9156497
Tegvägen 80,1860000,1695000.0,2.0,65.0,4058.0,5145.0,1970.0,Viksjö,Järfälla,59.4108548,17.8000685
Storseglet 15,1825000,1595000.0,1.0,34.0,2274.0,3000.0,2020.0,Vega,Haninge,59.049722,18.266667
Storseglet 15,1825000,1595000.0,1.0,34.0,2274.0,3000.0,2020.0,Haninge,Haninge,59.049722,18.266667
Storseglet 15,2300000,2300000.0,2.0,56.0,3450.0,4200.0,2020.0,Vega,Haninge,59.049722,18.266667
Storseglet 15,2300000,2300000.0,2.0,56.0,3450.0,4200.0,2020.0,Haninge,Haninge,59.049722,18.266667
Vigelsjövägen 14 C,1965000,1880000.0,4.0,92.0,4449.0,,,Vigelsjö,Norrtälje,59.765553749999995,18.673696771465693
Söderbytorpsgatan 14,2000000,1795000.0,3.0,51.0,4472.0,,1989.0,Vendelsö,Haninge,59.193059,18.189047
Ståltrådsvägen 8 vån 2/3,1910000,1495000.0,1.0,22.0,1576.0,3600.0,1945.0,Johannesfred,Stockholms,59.3446123,17.9683063
Barkarbyvägen 38,1940000,1895000.0,,41.0,2323.0,2520.0,2017.0,Barkarbystaden,Järfälla,59.4133988,17.8669048
Kolmårdsvägen 43 3 tr,1850000,1795000.0,1.0,39.0,2302.0,6708.0,1950.0,Killinge,Lidingö,59.357953,18.2100696
Åbylundsvägen 19,1950000,1950000.0,4.0,94.0,7354.0,11076.0,,Haninge,Haninge,59.049722,18.266667
Råckstavägen 27,2000000,1795000.0,2.0,49.0,3142.0,4600.0,2009.0,Råcksta,Stockholms,59.3549132,17.8818481
Axvägen 61,1800000,1900000.0,3.0,90.0,6278.0,2280.0,1969.0,Viksjö,Järfälla,59.4108548,17.8000685
Axvägen 61,2700000,2750000.0,5.0,124.0,8249.0,,1969.0,Viksjö,Järfälla,59.4108548,17.8000685
Astrakangatan 102 2 tr,1850000,1695000.0,2.0,60.0,3887.0,4900.0,1984.0,Hässelby,Stockholms,59.3715131,17.8414463
Albatrossvägen 265,1850000,1675000.0,2.0,59.0,4239.0,13392.0,,Haninge,Haninge,59.049722,18.266667
Tollarevägen 28,2000000,1795000.0,1.0,33.0,2245.0,,2016.0,Tollare,Nacka,59.3025987,18.2358603
Tollarevägen 28,4130000,3950000.0,3.0,81.0,4029.0,9000.0,2016.0,Tollare,Nacka,59.3025987,18.2358603
Myggdalsvägen 10 5 tr,1795000,1795000.0,2.0,49.0,2738.0,400.0,1966.0,Tyresö,Tyresö,59.216667,18.333333
Astrakangatan 102,1975000,1695000.0,3.0,72.0,4524.0,5280.0,1984.0,Lövsta Allé,Stockholms,59.3715131,17.8414463
Astrakangatan 102,2200000,2095000.0,3.0,60.0,3887.0,6000.0,1984.0,Lövsta Allé,Stockholms,59.3715131,17.8414463
Höjdvägen 1C - Modernast i berga!,1900000,1900000.0,2.0,46.0,3012.0,3840.0,2004.0,Åkersberga,Österåker,59.4823516,18.2943981
Kruthornsvägen 7B 1tr,2000000,2000000.0,3.0,66.0,3629.0,4200.0,1962.0,Edsberg,Sollentuna,59.4467462,17.9696797
Förrådsvägen 22 5 tr,1945000,1795000.0,1.0,32.0,2074.0,5316.0,2017.0,Huddinge,Huddinge,59.2293827,17.9748815
Radarvägen 14,1940000,1695000.0,2.0,59.0,3616.0,1320.0,1959.0,Hägernäs,Täby,59.4493935,18.1216289
Roddarevägen 43C,1770000,1695000.0,2.0,42.0,2543.0,8000.0,1988.0,Södra,Södertälje,59.1964289,17.6271663
Hantverkaregatan 4 2 tr,1900000,1795000.0,2.0,48.0,2297.0,4440.0,1974.0,Norrtälje,Norrtälje,59.766667,18.7
Turebergs allé 47,1885000,1750000.0,1.0,29.0,1682.0,2220.0,,Tureberg,Sollentuna,59.4272517,17.9462927
Turebergs allé 47,1885000,1750000.0,1.0,29.0,1682.0,2220.0,,Sollentuna,Sollentuna,59.4283893,17.94845
Turebergs allé 47,2100000,1995000.0,1.0,33.0,1811.0,,,Tureberg,Sollentuna,59.4272517,17.9462927
Turebergs allé 47,2100000,1995000.0,1.0,33.0,1811.0,,,Sollentuna,Sollentuna,59.4283893,17.94845
Albyvägen 11,1840000,1795000.0,4.0,93.0,6596.0,1980.0,1990.0,Botkyrka,Botkyrka,59.2034494,17.8545982
Månstorpsvägen 20,1985000,1795000.0,2.0,60.0,3290.0,,1959.0,Tullingeberg,Botkyrka,59.21281,17.910633
Månstorpsvägen 20,1800000,1695000.0,2.0,55.0,3256.0,,1959.0,Tullingeberg,Botkyrka,59.21281,17.910633
Heimdallsvägen 7,1780000,1495000.0,2.0,60.0,3555.0,3000.0,1965.0,Blombacka,Södertälje,59.1936547,17.6077679
Jämtlandsgatan 152 (Våning 2),1900000,1795000.0,1.0,33.0,1723.0,3600.0,,Vällingby Centrum,Stockholms,59.3627535,17.873010989422582
Vänortsstråket 11,1950000,1950000.0,2.0,47.0,2715.0,1200.0,1973.0,Tureberg,Sollentuna,59.4272517,17.9462927
Enspännargatan 12A,1900000,1795000.0,2.0,43.0,2598.0,2400.0,2017.0,Hässelby,Stockholms,59.3704643,17.8390147
Sleipnervägen 24,1900000,1695000.0,3.0,84.0,4999.0,1560.0,1964.0,Handen,Haninge,59.1676451,18.1409008
Trombonstigen 5 bv,1900000,1750000.0,3.0,85.0,4729.0,3000.0,1984.0,Upplands-Bro,Upplands-Bro,59.53570835,17.673861819777336
Emågatan 40A 1 tr,1904000,1895000.0,1.0,26.0,1475.0,3600.0,,Bagarmossen,Stockholms,59.2761858,18.13134
Esplanaden 9 A,1760000,1695000.0,2.0,56.0,2588.0,,1962.0,Grossgärdet,Norrtälje,59.7555079,18.6900097
Hagavägen 4C,1955000,1975000.0,2.0,41.0,2904.0,2640.0,2020.0,Rönninge,Salem,59.1939891,17.7484631
Sjödalsbacken 5 4tr,1770000,1695000.0,1.0,36.0,1529.0,5040.0,1956.0,Huddinge,Huddinge,59.2293827,17.9748815
Sjödalsbacken 5 4tr,2330000,1895000.0,1.0,36.0,1529.0,4332.0,1956.0,Huddinge,Huddinge,59.2293827,17.9748815
Teknikvägen 3,1830000,1695000.0,2.0,45.0,2562.0,,1980.0,Järfälla,Järfälla,59.416667,17.766667
Tornslingan 25,1960000,1595000.0,,44.0,2669.0,4500.0,1960.0,Trångsund,Huddinge,59.2278113,18.1303869
Tornslingan 25,2450000,1975000.0,3.0,66.0,3905.0,5880.0,,Trångsund,Huddinge,59.2278113,18.1303869
Tant Gredelins väg 36 B,1950000,1855000.0,2.0,41.0,1640.0,4500.0,2018.0,Uttran,Botkyrka,59.1921285,17.8052198
Tvillingarnas gata 309,2000000,1750000.0,3.0,84.0,5838.0,1800.0,,Brandbergen,Haninge,59.1700044,18.1688215
Värnvägen 23,2000000,1895000.0,2.0,44.0,3655.0,,1994.0,Segeltorp,Huddinge,59.2768311,17.9425769
Stridsbergavägen 4 (Våning 1),2000000,1900000.0,3.0,81.0,5587.0,4600.0,1965.0,Bromsten,Stockholms,59.3828205,17.9156497
Segersjövägen 37,1950000,1950000.0,2.0,52.0,2679.0,,1960.0,Uttran,Botkyrka,59.1921285,17.8052198
Vinkelhaksvägen 1 bv,1900000,1695000.0,2.0,48.0,3267.0,9350.0,1993.0,Hedvigslund,Nacka,59.2518092,18.18136745004984
Storvretsvägen 44,1900000,1795000.0,2.0,61.0,2949.0,2400.0,1963.0,Skogås,Huddinge,59.218698,18.1514914
Gjutarplan 2 - ACCEPTERAT PRIS!,1795000,1795000.0,1.0,40.0,2795.0,5808.0,2020.0,Kallhäll,Järfälla,59.4522794,17.8072383
Pressarvägen 27 vån 4/4,1900000,2095000.0,2.0,46.0,2794.0,,2018.0,Kallhäll,Järfälla,59.4522794,17.8072383
Stockholmsvägen 26B 05 tr,1900000,1495000.0,2.0,54.0,2506.0,4500.0,1950.0,Märsta,Sigtuna,59.6252383,17.8515672
Munkhättevägen 23B,1950000,1895000.0,2.0,61.0,3838.0,,2008.0,Tumba Park,Botkyrka,59.2005555,17.8343123
Grimvägen 5,2000000,1995000.0,1.0,28.0,2058.0,3600.0,1958.0,Djursholm,Danderyd,59.3973535,18.0880625
Pilotvägen 1,1860000,1595000.0,1.0,39.0,1809.0,3800.0,1956.0,Barkaby,Järfälla,59.4171636,17.8555533
Pilotvägen 1,1860000,1595000.0,1.0,39.0,1809.0,3800.0,1956.0,Barkarby,Järfälla,59.4051955,17.8643513
Pilotvägen 1,2900000,2690000.0,4.0,75.0,3478.0,4200.0,,Barkaby,Järfälla,59.4171636,17.8555533
Pilotvägen 1,2900000,2690000.0,4.0,75.0,3478.0,4200.0,,Barkarby,Järfälla,59.4051955,17.8643513
Ormingeringen 76,1870000,1650000.0,,37.0,2646.0,2400.0,,Orminge,Nacka,59.3294558,18.2573234
Ekholmsvägen 255,1950000,1690000.0,3.0,74.0,5975.0,,2001.0,Skärholmen,Stockholms,59.2784087,17.8987451
Ekholmsvägen 255,2150000,1995000.0,4.0,88.0,6838.0,,2000.0,Skärholmen,Stockholms,59.2784087,17.8987451
Trumslagargatan 22,1800000,1650000.0,,27.0,1768.0,,1947.0,Gamla Älvsjö,Stockholms,59.27125975,17.99658006119632
Ekebyvägen 22,1950000,1950000.0,3.0,67.0,4852.0,,1992.0,Hammarbacken,Vallentuna,59.583333,18.216667
Filipstadsbacken 58 6tr högst upp,1840000,1595000.0,1.0,30.0,2264.0,,,Farsta Strand,Stockholms,59.2350494,18.1020664
Fredsgatan 11,1980000,1495000.0,1.0,23.0,1441.0,,1945.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Fredsgatan 11,3750000,3195000.0,3.0,79.0,3583.0,6045.0,1945.0,Sundbyberg,Sundbyberg,59.3607417,17.9718708
Bygdevägen 32,1850000,1695000.0,1.0,41.0,3072.0,2400.0,1992.0,Tureberg,Sollentuna,59.4272517,17.9462927
Bygdevägen 32,1850000,1695000.0,1.0,41.0,3072.0,2400.0,1992.0,Sollentuna,Sollentuna,59.4283893,17.94845
Bygdevägen 32,2150000,1995000.0,1.0,49.0,3811.0,3000.0,1992.0,Tureberg,Sollentuna,59.4272517,17.9462927
Bygdevägen 32,2150000,1995000.0,1.0,49.0,3811.0,3000.0,1992.0,Sollentuna,Sollentuna,59.4283893,17.94845
Bygdevägen 32,2595000,2595000.0,2.0,56.0,4255.0,3600.0,1992.0,Tureberg,Sollentuna,59.4272517,17.9462927
Bygdevägen 32,2595000,2595000.0,2.0,56.0,4255.0,3600.0,1992.0,Sollentuna,Sollentuna,59.4283893,17.94845
Storvretsvägen 92,1990000,1990000.0,2.0,62.0,4329.0,4800.0,1967.0,Skogås,Huddinge,59.218698,18.1514914
Hjärtstensvägen 11 4tr,1950000,1950000.0,2.0,48.0,2886.0,2040.0,2018.0,Upplands-Bro,Upplands-Bro,59.53570835,17.673861819777336
Vallavägen 29,1795000,1795000.0,2.0,74.0,4851.0,,1965.0,Handen,Haninge,59.1676451,18.1409008
Maskinistvägen 16 - FAST PRIS!,1850000,1850000.0,2.0,42.0,2721.0,,2012.0,Bolinder Strand,Järfälla,59.4568928,17.7961308
Slussbrovägen 12,1825000,1795000.0,2.0,69.0,4068.0,10020.0,,Åkersberga,Österåker,59.4823516,18.2943981
Länsmansvägen 8 C,1900000,1950000.0,2.0,54.0,3545.0,,1942.0,Tumba,Botkyrka,59.2005555,17.8343123
Tvillingarnas gata 325,2000000,1795000.0,3.0,80.0,4771.0,7700.0,1967.0,Brandbergen,Haninge,59.1700044,18.1688215
Harpsundsvägen 141,1850000,1795000.0,1.0,37.0,2026.0,,1954.0,Högdalen,Stockholms,59.2637643,18.0430573
Sleipnervägen 22 1tr,1800000,1595000.0,2.0,53.0,3416.0,2400.0,1961.0,Haninge,Haninge,59.049722,18.266667
Skarpbrunnavägen 177 ACCEPTERAT PRIS,1890000,1890000.0,2.0,52.0,3165.0,,1977.0,Botkyrka,Botkyrka,59.2034494,17.8545982
Fruängstorget 3 5 tr,1950000,1850000.0,1.0,30.0,2244.0,3000.0,1960.0,Fruängen,Stockholms,59.2864677,17.964876
Fruängstorget 3 5 tr,2285000,2100000.0,2.0,45.0,3254.0,4200.0,1960.0,Fruängen,Stockholms,59.2864677,17.964876
Kvarnvägen 38C,1990000,1990000.0,2.0,41.0,2508.0,2160.0,,Jakobsberg,Järfälla,59.4238735,17.8329911
Stamgatan 32,1930000,1995000.0,3.0,69.0,4691.0,4800.0,1959.0,Östberga,Stockholms,59.2862102,18.0367711
Folkparken 2 2 tr,1850000,1850000.0,2.0,48.0,3103.0,3500.0,2005.0,Folkparken,Haninge,59.17367745,18.139351864905755
Folkparken 2 2 tr,1850000,1850000.0,2.0,48.0,3103.0,3500.0,2005.0,Haninge,Haninge,59.049722,18.266667
Folkparken 2 2 tr,2340000,2095000.0,2.0,63.0,4181.0,5400.0,2005.0,Folkparken,Haninge,59.17367745,18.139351864905755
Folkparken 2 2 tr,2340000,2095000.0,2.0,63.0,4181.0,5400.0,2005.0,Haninge,Haninge,59.049722,18.266667
Albyvägen 17 3 Tr,1800000,1800000.0,3.0,64.0,5056.0,2400.0,1990.0,Alby,Botkyrka,59.2391772,17.8450902
Ålstavägen 21F,1890000,1890000.0,2.0,52.0,3466.0,3600.0,2010.0,Barkarbystaden,Järfälla,59.4133988,17.8669048
Dalbobranten 29,1850000,1750000.0,1.0,41.0,2275.0,4200.0,1959.0,Sköndal,Stockholms,59.2552389,18.1123844
Sagoslingan 13,2000000,1795000.0,2.0,46.0,2864.0,6600.0,2017.0,Balingsnäs,Huddinge,59.2240891,18.0104272
Sagoslingan 13,2000000,1795000.0,2.0,46.0,2864.0,6600.0,2017.0,Huddinge,Huddinge,59.2293827,17.9748815
